Chọn ảnh biển số,Ảnh có kết quả nhận diện,Biển số nhận dạng,flag,username,timestamp
C:\quang\Work\license-detect\sourceCode\sourceCode\flagged\Chọn ảnh biển số\59d05384f7b293445fa3f6613da02f347939fb5c\tmp5kfmxe_g.jpg,C:\quang\Work\license-detect\sourceCode\sourceCode\flagged\Ảnh có kết quả nhận diện\e40f0890cbea54d370e4cd0ee42e8de55251039e\tmpvjzkk_3q.png,51A 192.22,,,2025-05-28 14:01:09.428403
